,date,id.x,id2,city_county_state,latitude,longitude,elevation,month,day,year,id.y,prcp,tmax,tmin,tavg
33,2/20/1939,williamsburg,williamsburg4,"Williamsburg, James City County, Virginia",37.270702,-76.707457,301,2,20,1939,USC00441690,0,228,161,194.5
34,2/20/1939,williamsburg,williamsburg4,"Williamsburg, James City County, Virginia",37.270702,-76.707457,301,2,20,1939,USC00444101,0,228,172,200
35,4/6/1939,franlkin,franlkin,"Franklin, Southampton County, Virginia",36.716261,-77.06802,2069,4,6,1939,USC00444044,0,200,67,133.5
36,4/6/1939,franlkin,franlkin,"Franklin, Southampton County, Virginia",36.716261,-77.06802,2069,4,6,1939,USC00442790,142,#N/A,#N/A,#N/A
37,4/24/1939,alexandria,alexandria1,"Alexandria, Arlington County, Virginia",38.82045,-77.050552,54,4,24,1939,USC00441729,0,#N/A,#N/A,#N/A
38,4/24/1939,alexandria,alexandria1,"Alexandria, Arlington County, Virginia",38.82045,-77.050552,54,4,24,1939,USC00181995,0,300,44,172
39,4/24/1939,alexandria,alexandria1,"Alexandria, Arlington County, Virginia",38.82045,-77.050552,54,4,24,1939,USC00181685,0,300,78,189
40,4/24/1939,alexandria,alexandria1,"Alexandria, Arlington County, Virginia",38.82045,-77.050552,54,4,24,1939,USC00188715,0,317,83,200
41,4/24/1939,alexandria,alexandria1,"Alexandria, Arlington County, Virginia",38.82045,-77.050552,54,4,24,1939,USC00181710,0,233,78,155.5
42,4/24/1939,alexandria,alexandria1,"Alexandria, Arlington County, Virginia",38.82045,-77.050552,54,4,24,1939,USC00186770,0,294,100,197
43,4/24/1939,alexandria,alexandria1,"Alexandria, Arlington County, Virginia",38.82045,-77.050552,54,4,24,1939,USC00446979,0,317,83,200
44,4/24/1939,alexandria,alexandria1,"Alexandria, Arlington County, Virginia",38.82045,-77.050552,54,4,24,1939,USC00184485,0,300,111,205.5
45,4/24/1939,alexandria,alexandria1,"Alexandria, Arlington County, Virginia",38.82045,-77.050552,54,4,24,1939,USC00188300,#N/A,300,83,191.5
46,4/24/1939,alexandria,alexandria1,"Alexandria, Arlington County, Virginia",38.82045,-77.050552,54,4,24,1939,USC00183850,0,294,67,180.5
47,4/24/1939,alexandria,alexandria1,"Alexandria, Arlington County, Virginia",38.82045,-77.050552,54,4,24,1939,USC00183675,0,294,39,166.5
48,4/24/1939,alexandria,alexandria1,"Alexandria, Arlington County, Virginia",38.82045,-77.050552,54,4,24,1939,USC00185111,0,294,89,191.5
49,4/24/1939,alexandria,alexandria1,"Alexandria, Arlington County, Virginia",38.82045,-77.050552,54,4,24,1939,USC00185080,0,300,72,186
50,4/24/1939,alexandria,alexandria1,"Alexandria, Arlington County, Virginia",38.82045,-77.050552,54,4,24,1939,USC00445208,0,#N/A,#N/A,#N/A
51,5/3/1942,richmond,richmond3,"RIchmond, Nottoway County, Virginia",37.54129,-77.434769,50.7,5,3,1942,USC00444101,0,328,167,247.5
52,5/3/1942,richmond,richmond3,"RIchmond, Nottoway County, Virginia",37.54129,-77.434769,50.7,5,3,1942,USC00448054,25,#N/A,#N/A,#N/A
53,5/3/1942,richmond,richmond3,"RIchmond, Nottoway County, Virginia",37.54129,-77.434769,50.7,5,3,1942,USC00448829,0,317,156,236.5
54,5/3/1942,richmond,richmond3,"RIchmond, Nottoway County, Virginia",37.54129,-77.434769,50.7,5,3,1942,USW00013780,0,317,183,250
55,5/3/1942,richmond,richmond3,"RIchmond, Nottoway County, Virginia",37.54129,-77.434769,50.7,5,3,1942,USW00013740,0,317,156,236.5
56,5/3/1942,richmond,richmond3,"RIchmond, Nottoway County, Virginia",37.54129,-77.434769,50.7,5,3,1942,USC00446906,66,#N/A,#N/A,#N/A
57,4/1/1966,norfolk,norfolk8,"Norfolk, Norfolk County, Virginia",36.891447,-76.315355,301,4,1,1966,USW00013750,0,256,33,144.5
58,4/1/1966,norfolk,norfolk8,"Norfolk, Norfolk County, Virginia",36.891447,-76.315355,301,4,1,1966,USC00442368,0,94,28,61
59,4/1/1966,norfolk,norfolk8,"Norfolk, Norfolk County, Virginia",36.891447,-76.315355,301,4,1,1966,USW00013737,0,261,17,139
60,4/1/1966,norfolk,norfolk8,"Norfolk, Norfolk County, Virginia",36.891447,-76.315355,301,4,1,1966,USC00442504,0,#N/A,#N/A,#N/A
61,4/1/1966,norfolk,norfolk8,"Norfolk, Norfolk County, Virginia",36.891447,-76.315355,301,4,1,1966,USC00446054,0,261,-6,127.5
62,4/1/1966,norfolk,norfolk8,"Norfolk, Norfolk County, Virginia",36.891447,-76.315355,301,4,1,1966,USC00441362,0,272,39,155.5
63,4/1/1966,norfolk,norfolk8,"Norfolk, Norfolk County, Virginia",36.891447,-76.315355,301,4,1,1966,USW00013769,0,289,33,161
64,4/1/1966,norfolk,norfolk8,"Norfolk, Norfolk County, Virginia",36.891447,-76.315355,301,4,1,1966,USW00013702,5,250,28,139
65,4/1/1966,norfolk,norfolk8,"Norfolk, Norfolk County, Virginia",36.891447,-76.315355,301,4,1,1966,USC00448192,0,261,17,139
66,4/1/1966,norfolk,norfolk8,"Norfolk, Norfolk County, Virginia",36.891447,-76.315355,301,4,1,1966,USC00447864,0,#N/A,#N/A,#N/A
67,4/1/1966,norfolk,norfolk8,"Norfolk, Norfolk County, Virginia",36.891447,-76.315355,301,4,1,1966,USW00093735,0,250,33,141.5
68,4/1/1966,norfolk,norfolk8,"Norfolk, Norfolk County, Virginia",36.891447,-76.315355,301,4,1,1966,USC00448837,0,#N/A,#N/A,#N/A
69,4/1/1966,norfolk,norfolk8,"Norfolk, Norfolk County, Virginia",36.891447,-76.315355,301,4,1,1966,USC00440385,0,250,50,150
70,4/1/1966,norfolk,norfolk8,"Norfolk, Norfolk County, Virginia",36.891447,-76.315355,301,4,1,1966,USC00444044,8,111,-6,52.5
71,4/23/1966,virginiabeach,virginiabeach2,"Virginia Beach, Princess Anne, Virginia",36.765371,-76.156214,301,4,23,1966,USW00013769,10,189,133,161
72,4/23/1966,virginiabeach,virginiabeach2,"Virginia Beach, Princess Anne, Virginia",36.765371,-76.156214,301,4,23,1966,USW00013737,5,189,122,155.5
73,4/23/1966,virginiabeach,virginiabeach2,"Virginia Beach, Princess Anne, Virginia",36.765371,-76.156214,301,4,23,1966,USC00442368,356,261,78,169.5
74,4/23/1966,virginiabeach,virginiabeach2,"Virginia Beach, Princess Anne, Virginia",36.765371,-76.156214,301,4,23,1966,USC00440385,36,206,122,164
75,4/23/1966,virginiabeach,virginiabeach2,"Virginia Beach, Princess Anne, Virginia",36.765371,-76.156214,301,4,23,1966,USC00441362,5,183,122,152.5
76,4/23/1966,virginiabeach,virginiabeach2,"Virginia Beach, Princess Anne, Virginia",36.765371,-76.156214,301,4,23,1966,USW00013750,13,178,122,150
77,4/23/1966,virginiabeach,virginiabeach2,"Virginia Beach, Princess Anne, Virginia",36.765371,-76.156214,301,4,23,1966,USC00448837,160,#N/A,#N/A,#N/A
78,4/23/1966,virginiabeach,virginiabeach2,"Virginia Beach, Princess Anne, Virginia",36.765371,-76.156214,301,4,23,1966,USW00013702,3,183,106,144.5
79,4/23/1966,virginiabeach,virginiabeach2,"Virginia Beach, Princess Anne, Virginia",36.765371,-76.156214,301,4,23,1966,USC00448192,25,244,144,194
80,4/23/1966,virginiabeach,virginiabeach2,"Virginia Beach, Princess Anne, Virginia",36.765371,-76.156214,301,4,23,1966,USC00442504,30,#N/A,#N/A,#N/A
81,4/23/1966,virginiabeach,virginiabeach2,"Virginia Beach, Princess Anne, Virginia",36.765371,-76.156214,301,4,23,1966,USC00446054,13,194,106,150
82,4/13/1967,williamsburg,williamsburg2,"Williamsburg City, N/A, Virginia",37.271133,-76.716614,26,4,13,1967,USC00442504,8,#N/A,#N/A,#N/A
83,4/13/1967,williamsburg,williamsburg2,"Williamsburg City, N/A, Virginia",37.271133,-76.716614,26,4,13,1967,USW00013702,0,117,39,78
84,4/13/1967,williamsburg,williamsburg2,"Williamsburg City, N/A, Virginia",37.271133,-76.716614,26,4,13,1967,USC00448803,0,167,-11,78
85,4/13/1967,williamsburg,williamsburg2,"Williamsburg City, N/A, Virginia",37.271133,-76.716614,26,4,13,1967,USC00444101,0,167,28,97.5
86,4/13/1967,williamsburg,williamsburg2,"Williamsburg City, N/A, Virginia",37.271133,-76.716614,26,4,13,1967,USC00449151,0,122,0,61
87,4/13/1967,williamsburg,williamsburg2,"Williamsburg City, N/A, Virginia",37.271133,-76.716614,26,4,13,1967,USW00093735,0,117,39,78
88,4/13/1967,williamsburg,williamsburg2,"Williamsburg City, N/A, Virginia",37.271133,-76.716614,26,4,13,1967,USC00447864,0,#N/A,#N/A,#N/A
89,4/13/1967,williamsburg,williamsburg2,"Williamsburg City, N/A, Virginia",37.271133,-76.716614,26,4,13,1967,USW00013742,0,133,28,80.5
90,4/13/1967,williamsburg,williamsburg2,"Williamsburg City, N/A, Virginia",37.271133,-76.716614,26,4,13,1967,USC00440835,3,117,28,72.5
91,4/13/1967,williamsburg,williamsburg2,"Williamsburg City, N/A, Virginia",37.271133,-76.716614,26,4,13,1967,USC00446054,0,139,50,94.5
92,4/13/1967,williamsburg,williamsburg2,"Williamsburg City, N/A, Virginia",37.271133,-76.716614,26,4,13,1967,USC00449025,0,139,-6,66.5
93,3/9/1969,norfolk,norfolk3,"Norfolk City, Norfolk County, Virginia",36.887689,-76.305101,301,3,9,1969,USC00442368,178,117,28,72.5
94,3/9/1969,norfolk,norfolk3,"Norfolk City, Norfolk County, Virginia",36.887689,-76.305101,301,3,9,1969,USC00446054,64,78,-6,36
95,3/9/1969,norfolk,norfolk3,"Norfolk City, Norfolk County, Virginia",36.887689,-76.305101,301,3,9,1969,USW00013750,89,72,0,36
96,3/9/1969,norfolk,norfolk3,"Norfolk City, Norfolk County, Virginia",36.887689,-76.305101,301,3,9,1969,USC00444044,0,133,22,77.5
97,3/9/1969,norfolk,norfolk3,"Norfolk City, Norfolk County, Virginia",36.887689,-76.305101,301,3,9,1969,USC00448192,330,89,-11,39
98,3/9/1969,norfolk,norfolk3,"Norfolk City, Norfolk County, Virginia",36.887689,-76.305101,301,3,9,1969,USW00013737,216,83,6,44.5
99,3/9/1969,norfolk,norfolk3,"Norfolk City, Norfolk County, Virginia",36.887689,-76.305101,301,3,9,1969,USC00442504,163,#N/A,#N/A,#N/A
100,3/9/1969,norfolk,norfolk3,"Norfolk City, Norfolk County, Virginia",36.887689,-76.305101,301,3,9,1969,USW00013702,69,67,6,36.5
101,3/9/1969,norfolk,norfolk3,"Norfolk City, Norfolk County, Virginia",36.887689,-76.305101,301,3,9,1969,USC00441362,79,56,11,33.5
102,3/9/1969,norfolk,norfolk3,"Norfolk City, Norfolk County, Virginia",36.887689,-76.305101,301,3,9,1969,USW00013769,97,67,0,33.5
103,3/9/1969,norfolk,norfolk3,"Norfolk City, Norfolk County, Virginia",36.887689,-76.305101,301,3,9,1969,USC00440385,53,61,17,39
104,3/9/1969,norfolk,norfolk3,"Norfolk City, Norfolk County, Virginia",36.887689,-76.305101,301,3,9,1969,USW00093735,56,72,11,41.5
105,3/9/1969,norfolk,norfolk3,"Norfolk City, Norfolk County, Virginia",36.887689,-76.305101,301,3,9,1969,USC00448837,0,#N/A,#N/A,#N/A
106,4/9/1969,fredericksburg,fredericksburg1,"Fredericksburg, Norfolk County, Virginia",38.309875,-77.466316,41,4,9,1969,USC00442729,0,283,67,175
107,4/9/1969,fredericksburg,fredericksburg1,"Fredericksburg, Norfolk County, Virginia",38.309875,-77.466316,41,4,9,1969,USC00442009,0,267,56,161.5
108,4/9/1969,fredericksburg,fredericksburg1,"Fredericksburg, Norfolk County, Virginia",38.309875,-77.466316,41,4,9,1969,USW00013773,0,256,100,178
109,4/9/1969,fredericksburg,fredericksburg1,"Fredericksburg, Norfolk County, Virginia",38.309875,-77.466316,41,4,9,1969,USC00443192,0,283,94,188.5
110,4/9/1969,fredericksburg,fredericksburg1,"Fredericksburg, Norfolk County, Virginia",38.309875,-77.466316,41,4,9,1969,USC00448829,0,283,67,175
111,4/9/1969,fredericksburg,fredericksburg1,"Fredericksburg, Norfolk County, Virginia",38.309875,-77.466316,41,4,9,1969,USC00441913,0,278,56,167
112,4/9/1969,fredericksburg,fredericksburg1,"Fredericksburg, Norfolk County, Virginia",38.309875,-77.466316,41,4,9,1969,USC00446533,0,244,22,133
113,4/9/1969,fredericksburg,fredericksburg1,"Fredericksburg, Norfolk County, Virginia",38.309875,-77.466316,41,4,9,1969,USC00185080,0,289,72,180.5
114,4/9/1969,fredericksburg,fredericksburg1,"Fredericksburg, Norfolk County, Virginia",38.309875,-77.466316,41,4,9,1969,USC00446979,0,256,100,178
115,4/9/1969,fredericksburg,fredericksburg1,"Fredericksburg, Norfolk County, Virginia",38.309875,-77.466316,41,4,9,1969,USC00442155,0,278,39,158.5
116,4/24/1969,leesburg,leesburg,"Leesburg, Loudoun County, Virginia",39.1055,-77.5547,104,4,24,1969,USC00181032,0,183,33,108
117,4/24/1969,leesburg,leesburg,"Leesburg, Loudoun County, Virginia",39.1055,-77.5547,104,4,24,1969,USC00448737,0,#N/A,#N/A,#N/A
118,4/24/1969,leesburg,leesburg,"Leesburg, Loudoun County, Virginia",39.1055,-77.5547,104,4,24,1969,USC00187272,8,#N/A,#N/A,#N/A
119,4/24/1969,leesburg,leesburg,"Leesburg, Loudoun County, Virginia",39.1055,-77.5547,104,4,24,1969,USC00448396,0,#N/A,#N/A,#N/A
120,4/24/1969,leesburg,leesburg,"Leesburg, Loudoun County, Virginia",39.1055,-77.5547,104,4,24,1969,USC00445851,0,111,28,69.5
121,4/24/1969,leesburg,leesburg,"Leesburg, Loudoun County, Virginia",39.1055,-77.5547,104,4,24,1969,USC00181170,0,#N/A,#N/A,#N/A
122,4/24/1969,leesburg,leesburg,"Leesburg, Loudoun County, Virginia",39.1055,-77.5547,104,4,24,1969,USC00448938,3,139,111,125
123,4/24/1969,leesburg,leesburg,"Leesburg, Loudoun County, Virginia",39.1055,-77.5547,104,4,24,1969,USC00189502,8,133,50,91.5
124,4/24/1969,leesburg,leesburg,"Leesburg, Loudoun County, Virginia",39.1055,-77.5547,104,4,24,1969,USC00180986,8,106,44,75
125,4/24/1969,leesburg,leesburg,"Leesburg, Loudoun County, Virginia",39.1055,-77.5547,104,4,24,1969,USC00181125,0,#N/A,#N/A,#N/A
126,4/24/1969,leesburg,leesburg,"Leesburg, Loudoun County, Virginia",39.1055,-77.5547,104,4,24,1969,USC00189030,0,122,56,89
127,4/24/1969,leesburg,leesburg,"Leesburg, Loudoun County, Virginia",39.1055,-77.5547,104,4,24,1969,USC00187705,0,122,44,83
128,4/24/1969,leesburg,leesburg,"Leesburg, Loudoun County, Virginia",39.1055,-77.5547,104,4,24,1969,USW00013730,0,117,61,89
129,4/24/1969,leesburg,leesburg,"Leesburg, Loudoun County, Virginia",39.1055,-77.5547,104,4,24,1969,USC00445213,0,139,56,97.5
130,4/24/1969,leesburg,leesburg,"Leesburg, Loudoun County, Virginia",39.1055,-77.5547,104,4,24,1969,USC00183355,0,#N/A,#N/A,#N/A
131,4/24/1969,leesburg,leesburg,"Leesburg, Loudoun County, Virginia",39.1055,-77.5547,104,4,24,1969,USC00440670,0,128,56,92
132,4/24/1969,leesburg,leesburg,"Leesburg, Loudoun County, Virginia",39.1055,-77.5547,104,4,24,1969,USC00442922,0,156,44,100
133,4/24/1969,leesburg,leesburg,"Leesburg, Loudoun County, Virginia",39.1055,-77.5547,104,4,24,1969,USC00182325,0,139,22,80.5
134,4/24/1969,leesburg,leesburg,"Leesburg, Loudoun County, Virginia",39.1055,-77.5547,104,4,24,1969,USC00444909,0,133,50,91.5
135,4/24/1969,leesburg,leesburg,"Leesburg, Loudoun County, Virginia",39.1055,-77.5547,104,4,24,1969,USW00093738,0,144,17,80.5
136,4/4/1970,norfolk,norfolk4,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USW00013750,0,200,67,133.5
137,4/4/1970,norfolk,norfolk4,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USC00442368,0,178,50,114
138,4/4/1970,norfolk,norfolk4,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USW00013737,0,200,44,122
139,4/4/1970,norfolk,norfolk4,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USC00442504,0,#N/A,#N/A,#N/A
140,4/4/1970,norfolk,norfolk4,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USC00446054,0,206,72,139
141,4/4/1970,norfolk,norfolk4,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USW00013769,0,200,61,130.5
142,4/4/1970,norfolk,norfolk4,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USW00013702,0,194,56,125
143,4/4/1970,norfolk,norfolk4,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USC00448192,0,206,56,131
144,4/4/1970,norfolk,norfolk4,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USW00093735,0,206,56,131
145,4/4/1970,norfolk,norfolk4,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USC00448837,0,#N/A,#N/A,#N/A
146,4/4/1970,norfolk,norfolk4,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USC00440385,0,206,78,142
147,4/4/1970,norfolk,norfolk4,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USC00444044,0,178,22,100
148,4/4/1970,norfolk,norfolk4,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USC00446054,0,206,72,139
149,4/4/1970,norfolk,norfolk4,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USW00013769,0,200,61,130.5
150,4/4/1970,norfolk,norfolk4,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USW00013702,0,194,56,125
151,4/4/1970,norfolk,norfolk4,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USC00448192,0,206,56,131
152,4/4/1970,norfolk,norfolk4,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USW00093735,0,206,56,131
153,4/4/1970,norfolk,norfolk4,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USC00448837,0,#N/A,#N/A,#N/A
154,4/4/1970,norfolk,norfolk4,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USC00440385,0,206,78,142
155,4/4/1970,norfolk,norfolk4,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USC00444044,0,178,22,100
156,4/4/1970,norfolk,norfolk4,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USW00013737,0,200,44,122
157,4/4/1970,norfolk,norfolk4,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USC00442504,0,#N/A,#N/A,#N/A
158,4/4/1970,norfolk,norfolk4,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USW00013750,0,200,67,133.5
159,4/4/1970,norfolk,norfolk4,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USC00442368,0,178,50,114
160,4/4/1970,norfolk,norfolk5,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USW00013750,0,200,67,133.5
161,4/4/1970,norfolk,norfolk5,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USC00442368,0,178,50,114
162,4/4/1970,norfolk,norfolk5,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USW00013737,0,200,44,122
163,4/4/1970,norfolk,norfolk5,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USC00442504,0,#N/A,#N/A,#N/A
164,4/4/1970,norfolk,norfolk5,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USC00446054,0,206,72,139
165,4/4/1970,norfolk,norfolk5,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USW00013769,0,200,61,130.5
166,4/4/1970,norfolk,norfolk5,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USW00013702,0,194,56,125
167,4/4/1970,norfolk,norfolk5,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USC00448192,0,206,56,131
168,4/4/1970,norfolk,norfolk5,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USW00093735,0,206,56,131
169,4/4/1970,norfolk,norfolk5,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USC00448837,0,#N/A,#N/A,#N/A
170,4/4/1970,norfolk,norfolk5,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USC00440385,0,206,78,142
171,4/4/1970,norfolk,norfolk5,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USC00444044,0,178,22,100
172,4/4/1970,norfolk,norfolk5,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USC00446054,0,206,72,139
173,4/4/1970,norfolk,norfolk5,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USW00013769,0,200,61,130.5
174,4/4/1970,norfolk,norfolk5,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USW00013702,0,194,56,125
175,4/4/1970,norfolk,norfolk5,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USC00448192,0,206,56,131
176,4/4/1970,norfolk,norfolk5,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USW00093735,0,206,56,131
177,4/4/1970,norfolk,norfolk5,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USC00448837,0,#N/A,#N/A,#N/A
178,4/4/1970,norfolk,norfolk5,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USC00440385,0,206,78,142
179,4/4/1970,norfolk,norfolk5,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USC00444044,0,178,22,100
180,4/4/1970,norfolk,norfolk5,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USW00013737,0,200,44,122
181,4/4/1970,norfolk,norfolk5,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USC00442504,0,#N/A,#N/A,#N/A
182,4/4/1970,norfolk,norfolk5,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USW00013750,0,200,67,133.5
183,4/4/1970,norfolk,norfolk5,"Norfolk City, N/A, Virginia",36.934563,-76.236818,301,4,4,1970,USC00442368,0,178,50,114
184,5/9/1970,richmond,richmond1," Richmond, New Kent County, Virginia",37.54129,-77.434769,50.7,5,9,1970,USW00013740,0,328,139,233.5
