"";"id";"latitude";"longitude";"elevation";"state";"name";"gsn_flag";"wmo_id";"element";"first_year";"last_year"
"100";"US10chas016";40,5227;-101,9864;1068,9;"NE";"LAMAR 3.4 S";"";"";"PRCP";2004;2023
"101";"US10chas017";40,6122;-101,3454;990;"NE";"ELSIE 16.4 S";"";"";"SNOW";2004;2016
"102";"US10chas018";40,5089;-101,3614;919,9;"NE";"WAUNETA 6.3 N";"";"";"WESF";2005;2005
"103";"US10chas021";40,4253;-101,4242;908,9;"NE";"WAUNETA 2.8 W";"";"";"SNOW";2004;2015
"104";"US10chas024";40,3657;-101,4365;1008,9;"NE";"WAUNETA 5.0 S";"";"";"PRCP";2004;2005
"105";"US10chas025";40,4213;-101,7182;1015,9;"NE";"CHAMPION 3.7 SSE";"";"";"SNWD";2004;2006
"106";"US10chas026";40,6249;-101,7822;1036;"NE";"IMPERIAL 10.4 NW";"";"";"WESF";2005;2005
"107";"US10chas028";40,4688;-101,541;972;"NE";"ENDERS 1.0 NNW";"";"";"PRCP";2005;2023
"108";"US10chas029";40,4434;-101,7821;1028,1;"NE";"CHAMPION 2.6 SW";"";"";"SNWD";2005;2006
"109";"US10chas031";40,3793;-101,5415;1036;"NE";"ENDERS 5.3 S";"";"";"PRCP";2005;2012
"110";"US10chas032";40,3773;-101,855;1049,1;"NE";"HAIGLER 25.5 NNE";"";"";"SNWD";2006;2006
"111";"US10chas035";40,6539;-101,4379;930,9;"NE";"WAUNETA 16.6 NNW";"";"";"PRCP";2010;2020
"112";"US10chas037";40,4152;-101,3746;930,9;"NE";"WAUNETA 0.3 SW";"";"";"SNOW";2015;2015
"113";"US10cher004";42,1461;-100,5307;883,9;"NE";"THEDFORD 11.8 NNE";"";"";"PRCP";2004;2015
"114";"US10cher005";42,872;-100,5448;787;"NE";"VALENTINE 0.4 E";"";"";"SNWD";2006;2018
"115";"US10cher007";42,942;-100,71;847;"NE";"VALENTINE 9.5 WNW";"";"";"SNOW";2006;2011
"116";"US10cher008";42,9975;-100,2211;761,1;"NE";"SPARKS 4.3 NNE";"";"";"SNWD";2006;2006
"117";"US10cher010";42,198;-101,777;1146;"NE";"HYANNIS 13.7 N";"";"";"SNOW";2006;2012
"118";"US10cher012";42,4781;-100,9129;937;"NE";"VALENTINE 33.1 SW";"";"";"PRCP";2006;2014
"119";"US10cher013";42,3536;-100,6312;900,1;"NE";"BROWNLEE 4.5 N";"";"";"SNWD";2006;2017
"120";"US10cher016";42,9375;-101,2438;947;"NE";"CODY 0.1 NE";"";"";"PRCP";2006;2018
"121";"US10cher017";42,7032;-100,6163;865;"NE";"VALENTINE 12.2 SSW";"";"";"PRCP";2006;2008
"122";"US10cher018";42,9955;-101,7119;1004,9;"NE";"MERRIMAN 5.3 N";"";"";"SNWD";2006;2017
"123";"US10cher022";42,9816;-100,5682;846,1;"NE";"VALENTINE 7.6 N";"";"";"PRCP";2007;2007
"124";"US10cher024";42,82;-101,2825;862,9;"NE";"CODY 8.2 SSW";"";"";"PRCP";2007;2023
"125";"US10cher026";42,4186;-101,557;1075;"NE";"WHITMAN 26.0 N";"";"";"PRCP";2008;2021
"126";"US10cher028";42,8151;-101,613;1075;"NE";"CODY 20.9 WSW";"";"";"PRCP";2009;2021
"127";"US10cher034";42,8918;-100,5877;1075;"NE";"VALENTINE 2.3 WNW";"";"";"PRCP";2017;2021
"128";"US10chey003";41,4098;-102,972;1296,9;"NE";"DALTON 0.2 NE";"";"";"PRCP";2004;2009
"129";"US10chey004";41,1548;-103,1077;1324,1;"NE";"SIDNEY 6.8 W";"";"";"SNOW";2004;2005
"130";"US10chey005";41,04;-102,96;1307;"NE";"SIDNEY 7.2 S";"";"";"WESD";2017;2017
"131";"US10chey007";41,127;-102,97;1257,9;"NE";"SIDNEY 1.2 SSE";"";"";"WESF";2004;2005
"132";"US10chey009";41,1059;-102,8108;1246,9;"NE";"SIDNEY 9.1 ESE";"";"";"SNOW";2004;2015
"133";"US10chey010";41,3766;-103,0495;1323,1;"NE";"DALTON 4.5 WSW";"";"";"SNWD";2004;2022
"134";"US10chey012";41,2225;-102,726;1217,1;"NE";"LODGEPOLE 6.9 NW";"";"";"SNWD";2004;2007
"135";"US10chey014";41,3945;-103,0327;1323,1;"NE";"DALTON 3.2 WSW";"";"";"PRCP";2004;2009
"136";"US10chey015";41,2922;-102,8016;1256,1;"NE";"GURLEY 9.1 E";"";"";"SNOW";2004;2012
"137";"US10chey016";41,414;-102,695;1227,1;"NE";"DALTON 14.6 E";"";"";"WESF";2006;2010
"138";"US10chey018";41,3722;-103,1112;1338,1;"NE";"DALTON 7.6 WSW";"";"";"PRCP";2004;2022
"139";"US10chey019";41,3264;-102,9948;1310,9;"NE";"GURLEY 1.3 W";"";"";"SNWD";2004;2018
"140";"US10chey022";41,1271;-102,9594;1257;"NE";"SIDNEY 1.5 SE";"";"";"PRCP";2004;2004
"141";"US10chey024";41,4188;-102,9737;1296,9;"NE";"DALTON 0.6 S";"";"";"SNWD";2004;2007
"142";"US10chey026";41,2586;-103,2644;1385;"NE";"POTTER 3.9 NE";"";"";"PRCP";2004;2010
"143";"US10chey027";41,1772;-103,2022;1367;"NE";"POTTER 6.6 ESE";"";"";"SNOW";2004;2018
"144";"US10chey028";41,0317;-102,9277;1296,9;"NE";"SIDNEY 8.1 SSE";"";"";"WESD";2018;2023
"145";"US10chey030";41,3903;-103,2967;1382,9;"NE";"POTTER 12.0 N";"";"";"PRCP";2004;2007
"146";"US10chey031";41,175;-102,6462;1382,9;"NE";"LODGEPOLE 1.2 NE";"";"";"SNOW";2004;2006
"147";"US10chey033";41,0246;-103,2684;1389,9;"NE";"SIDNEY 17.2 WSW";"";"";"PRCP";2004;2023
"148";"US10chey034";41,2661;-102,9896;1297,8;"NE";"SIDNEY 8.5 N";"";"";"SNOW";2004;2007
"149";"US10chey035";41,118;-103,1154;1285;"NE";"SIDNEY 7.3 W";"";"";"SNWD";2004;2006
"150";"US10chey037";41,0622;-103,2221;1323,1;"NE";"SIDNEY 14.1 WSW";"";"";"PRCP";2005;2023
"151";"US10chey038";41,2362;-102,6945;1206,1;"NE";"LODGEPOLE 8.5 NNW";"";"";"SNOW";2005;2008
"152";"US10chey041";41,202;-103,163;1296,9;"NE";"SIDNEY 10.4 WNW";"";"";"PRCP";2006;2012
"153";"US10chey045";41,2807;-102,9306;1289;"NE";"GURLEY 3.6 SE";"";"";"SNWD";2008;2013
"154";"US10chey047";41,0054;-102,9378;1330,1;"NE";"SIDNEY 23.8 ESE";"";"";"PRCP";2009;2010
"155";"US10chey053";41,0856;-102,6689;1330,1;"NE";"LODGEPOLE 35.9 N";"";"";"SNOW";2012;2017
"156";"US10chey060";41,1339;-102,9777;1330,1;"NE";"SIDNEY 0.6 S";"";"";"SNOW";2015;2023
"157";"US10chey065";41,1936;-102,9917;1330,1;"NE";"SIDNEY 3.6 NNW";"";"";"PRCP";2017;2022
"158";"US10clay004";40,5318;-98,107;552,9;"NE";"CLAY CENTER 2.8 W";"";"";"PRCP";2004;2023
"159";"US10clay005";40,4019;-97,9945;530;"NE";"EDGAR 2.4 NW";"";"";"SNOW";2004;2015
"160";"US10clay008";40,4549;-98,0329;537,1;"NE";"CLAY CENTER 4.8 SSE";"";"";"PRCP";2004;2021
"161";"US10clay009";40,6115;-98,2773;570,9;"NE";"HASTINGS 6.1 ENE";"";"";"SNOW";2004;2018
"162";"US10clay013";40,4615;-98,0694;544,1;"NE";"FAIRFIELD 2.8 NE";"";"";"PRCP";2005;2022
"163";"US10clay015";40,6114;-97,8523;515,1;"NE";"SUTTON 0.6 NE";"";"";"SNWD";2005;2006
"164";"US10clay018";40,526;-98,0537;547,1;"NE";"CLAY CENTER 0.3 NNE";"";"";"SNOW";2006;2009
"165";"US10clay020";40,5245;-98,1652;556,9;"NE";"CLAY CENTER 6.7 W";"";"";"SNOW";2007;2016
"166";"US10clay024";40,6942;-98,0532;530;"NE";"HARVARD 5.7 NNE";"";"";"PRCP";2008;2013
"167";"US10clay027";40,4522;-98,2156;552;"NE";"GLENVIL 4.3 SE";"";"";"SNOW";2009;2011
"168";"US10clay037";40,5967;-97,8673;552;"NE";"SUTTON 0.7 SW";"";"";"PRCP";2011;2019
"169";"US10clay041";40,5199;-98,0526;552;"NE";"CLAY CENTER 0.2 ESE";"";"";"PRCP";2013;2022
"170";"US10colf001";41,7014;-97,0731;460,9;"NE";"CLARKSON 3.1 ESE";"";"";"SNOW";2006;2017
"171";"US10colf002";41,5837;-97,0027;438;"NE";"ROGERS 9.3 NW";"";"";"SNWD";2006;2014
"172";"US10colf005";41,4186;-97,2521;430,1;"NE";"COLUMBUS 6.2 E";"";"";"PRCP";2007;2007
"173";"US10cumi003";41,8664;-96,7995;431;"NE";"WEST POINT 5.0 WNW";"";"";"PRCP";2007;2023
"174";"US10cumi005";41,9103;-96,6379;424,9;"NE";"WEST POINT 6.0 NE";"";"";"SNWD";2006;2006
"175";"US10cumi007";41,82;-96,71;406;"NE";"WEST POINT 1.5 S";"";"";"SNOW";2006;2014
"176";"US10cumi009";42,0028;-96,5717;434;"NE";"BANCROFT 0.7 S";"";"";"PRCP";2006;2008
"177";"US10cumi010";41,7973;-96,7926;427;"NE";"WEST POINT 5.3 WSW";"";"";"SNWD";2006;2006
"178";"US10cumi012";42,0149;-96,5756;452;"NE";"BANCROFT 0.2 NW";"";"";"SNOW";2012;2023
"179";"US10cust001";41,1325;-99,7503;782,1;"NE";"OCONTO 0.9 ESE";"";"";"WESF";2004;2004
"180";"US10cust003";41,4206;-100,1929;823,9;"NE";"ARNOLD 0.3 SSE";"";"";"PRCP";2004;2022
"181";"US10cust004";41,1492;-100,1954;900,1;"NE";"GOTHENBURG 15.0 NNW";"";"";"SNOW";2004;2013
"182";"US10cust005";41,2685;-99,5322;765;"NE";"BERWYN 5.9 SSW";"";"";"SNWD";2004;2022
"183";"US10cust007";41,2891;-99,3739;716;"NE";"ANSLEY 0.4 E";"";"";"SNWD";2004;2007
"184";"US10cust009";41,5285;-99,8369;807,1;"NE";"MERNA 5.0 WNW";"";"";"PRCP";2004;2014
"185";"US10cust010";41,1759;-99,6131;726;"NE";"EDDYVILLE 11.4 N";"";"";"SNOW";2004;2015
"186";"US10cust012";41,6293;-99,9052;819;"NE";"ANSELMO 2.2 WNW";"";"";"PRCP";2004;2023
"187";"US10cust013";41,689;-99,9324;830;"NE";"ANSELMO 6.0 NW";"";"";"PRCP";2004;2006
"188";"US10cust014";41,5419;-100,0685;880;"NE";"ANSELMO 11.8 WSW";"";"";"SNWD";2004;2023
"189";"US10cust016";41,6;-99,7523;769;"NE";"ANSELMO 6.1 E";"";"";"PRCP";2004;2011
"190";"US10cust017";41,2252;-99,6644;741;"NE";"BROKEN BOW 12.3 S";"";"";"SNWD";2004;2007
"191";"US10cust021";41,4517;-99,9745;907,1;"NE";"MERNA 11.4 W";"";"";"PRCP";2005;2023
"192";"US10cust022";41,409;-99,4638;761,1;"NE";"BERWYN 4.4 NNE";"";"";"SNWD";2005;2022
"193";"US10cust028";41,6399;-99,3898;712;"NE";"SARGENT 0.9 W";"";"";"PRCP";2007;2010
"194";"US10cust029";41,5562;-99,2362;698;"NE";"COMSTOCK 0.8 ESE";"";"";"SNWD";2008;2009
"195";"US10cust035";41,5661;-100,0212;698;"NE";"ANSELMO 8.9 WSW";"";"";"SNWD";2018;2018
"196";"US10cust040";41,2868;-99,7077;698;"NE";"BROKEN BOW 8.7 SSW";"";"";"PRCP";2013;2018
"197";"US10cust042";41,6273;-99,741;698;"NE";"ANSELMO 6.5 E";"";"";"SNOW";2013;2017
"198";"US10cust046";41,4816;-99,8928;698;"NE";"MERNA 6.9 W";"";"";"PRCP";2015;2021
"199";"US10dako002";42,3484;-96,6192;381,9;"NE";"HUBBARD 3.1 SW";"";"";"SNOW";2007;2023
"200";"US10dawe001";42,8292;-102,9939;1033,9;"NE";"CHADRON 0.5 SE";"";"";"PRCP";2006;2010
"201";"US10dawe002";42,8304;-102,9956;1032,1;"NE";"CHADRON 0.4 SE";"";"";"SNWD";2006;2007
"202";"US10dawe003";42,7696;-103,0213;1081,1;"NE";"CHADRON 4.7 SSW";"";"";"SNWD";2006;2008
"203";"US10dawe006";42,6675;-103,2848;1170,1;"NE";"CRAWFORD 6.8 E";"";"";"PRCP";2006;2021
"204";"US10dawe007";42,8037;-103,0531;1024,1;"NE";"CHADRON 3.6 WSW";"";"";"SNOW";2006;2020
"205";"US10dawe010";42,6256;-102,8125;1214;"NE";"HAY SPRINGS 7.5 WSW";"";"";"SNWD";2006;2007
"206";"US10dawe012";42,7625;-103,3398;1067,1;"NE";"WHITNEY 4.5 WSW";"";"";"SNWD";2007;2007
"207";"US10dawe015";42,4525;-102,9868;1195,1;"NE";"HEMINGFORD 10.1 NNE";"";"";"PRCP";2007;2023
"208";"US10dawe016";42,6975;-103,3779;1118;"NE";"CRAWFORD 2.1 ENE";"";"";"SNOW";2007;2009
"209";"US10dawe019";42,7123;-103,0049;1192,1;"NE";"CHADRON 8.5 S";"";"";"PRCP";2008;2009
"210";"US10dawe025";42,8475;-103,0671;1260;"NE";"CHADRON 3.6 W";"";"";"SNOW";2011;2015
"211";"US10dawe026";42,668;-103,0668;1260;"NE";"CHADRON 39.3 WSW";"";"";"WESF";2011;2012
"212";"US10daws001";40,8658;-99,8494;754,1;"NE";"COZAD 7.2 E";"";"";"PRCP";2004;2018
"213";"US10daws002";40,78;-99,72;730;"NE";"LEXINGTON 1.1 E";"";"";"PRCP";2004;2023
"214";"US10daws003";40,781;-99,5593;759,3;"NE";"OVERTON 3.1 NNW";"";"";"SNOW";2004;2004
"215";"US10daws005";40,7104;-99,7008;722,1;"NE";"COZAD 18.2 ESE";"";"";"PRCP";2004;2004
"216";"US10daws006";40,694;-99,587;709;"NE";"COZAD 23.8 ESE";"";"";"SNWD";2004;2004
"217";"US10daws008";40,7966;-99,9956;762;"NE";"COZAD 4.4 S";"";"";"PRCP";2004;2022
"218";"US10daws009";40,8876;-100,1645;782,1;"NE";"GOTHENBURG 2.9 S";"";"";"SNOW";2004;2010
"219";"US10daws010";40,9455;-99,5599;738,8;"NE";"SUMNER 2.7 W";"";"";"SNWD";2004;2020
"220";"US10daws011";40,9238;-99,4457;748,9;"NE";"SUMNER 3.7 ESE";"";"";"WESF";2005;2005
"221";"US10daws013";40,7471;-99,4578;709,9;"NE";"ELM CREEK 4.8 WNW";"";"";"SNOW";2004;2016
"222";"US10daws014";40,7135;-99,5213;707,1;"NE";"OVERTON 2.2 SE";"";"";"WESF";2004;2008
"223";"US10daws017";40,8715;-99,981;826,9;"NE";"COZAD 0.9 NNE";"";"";"SNOW";2011;2018
"224";"US10deue001";41,0936;-102,4766;1128,1;"NE";"CHAPPELL 0.3 W";"";"";"PRCP";2004;2010
"225";"US10deue002";41,0955;-102,471;1133,9;"NE";"CHAPPELL 0.2 N";"";"";"SNWD";2004;2006
"226";"US10deue004";41,1496;-102,3234;1147,9;"NE";"CHAPPELL 8.7 ENE";"";"";"PRCP";2004;2023
"227";"US10deue005";41,1106;-102,3243;1147;"NE";"CHAPPELL 7.8 E";"";"";"PRCP";2004;2012
"228";"US10deue009";41,0613;-102,0896;1036,9;"NE";"BIG SPRINGS 0.8 W";"";"";"SNWD";2004;2006
"229";"US10deue010";41,1297;-102,4565;1182;"NE";"CHAPPELL 2.7 NNE";"";"";"WESF";2005;2005
"230";"US10deue013";41,0946;-102,4586;1139;"NE";"CHAPPELL 0.7 E";"";"";"PRCP";2005;2007
"231";"US10deue015";41,0025;-102,241;1054,9;"NE";"BIG SPRINGS 9.6 WSW";"";"";"SNWD";2005;2006
"232";"US10deue018";41,1828;-102,5743;1213,1;"NE";"LODGEPOLE 4.0 ENE";"";"";"PRCP";2006;2022
"233";"US10deue021";41,0911;-102,5577;1139;"NE";"CHAPPELL 4.5 W";"";"";"PRCP";2010;2013
